STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WESF,WESF_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-12,0,",,7,2100",0,",,7",0,",,7",70,",,7",48,",,7",60,",,7,2100",,,,,1,",,7",,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-13,0.05,",,7,2100",0,",,7",0,",,7",75,",,7",53,",,7",64,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-14,0.23,",,7,2100",0,",,7",0,",,7",70,",,7",47,",,7",53,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-15,0.02,",,7,2100",0,",,7",0,",,7",56,",,7",39,",,7",40,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-16,0,",,7,2100",0,",,7",0,",,7",65,",,7",33,",,7",48,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-17,0,",,7,2100",0,",,7",0,",,7",60,",,7",47,",,7",49,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-18,0.17,",,7,2100",0,",,7",0,",,7",57,",,7",47,",,7",52,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-19,0,",,7,2100",0,",,7",0,",,7",69,",,7",47,",,7",58,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-20,0,",,7,2100",0,",,7",0,",,7",71,",,7",43,",,7",60,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-21,0.96,",,7,2100",0,",,7",0,",,7",67,",,7",51,",,7",52,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-22,0.18,",,7,2100",0,",,7",0,",,7",57,",,7",49,",,7",52,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-23,0.25,",,7,2100",0,",,7",0,",,7",74,",,7",52,",,7",60,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-24,0,",,7,2100",0,",,7",0,",,7",80,",,7",50,",,7",67,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-25,0,",,7,2100",0,",,7",0,",,7",84,",,7",54,",,7",69,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-26,0,",,7,2100",0,",,7",0,",,7",87,",,7",58,",,7",74,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-27,0.03,",,7,2100",0,",,7",0,",,7",87,",,7",66,",,7",67,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-28,0,",,7,2100",0,",,7",0,",,7",89,",,7",64,",,7",83,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-29,0,"T,,7,2100",0,",,7",0,",,7",85,",,7",63,",,7",69,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-30,0,",,7,2100",0,",,7",0,",,7",83,",,7",61,",,7",75,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-05-31,0,",,7,2100",0,",,7",0,",,7",84,",,7",61,",,7",75,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-01,0,",,7,2100",0,",,7",0,",,7",87,",,7",60,",,7",76,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-02,0.05,",,7,2100",0,",,7",0,",,7",80,",,7",63,",,7",71,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-03,0.95,",,7,2100",0,",,7",0,",,7",77,",,7",66,",,7",72,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-04,0.03,",,7,2100",0,",,7",0,",,7",81,",,7",66,",,7",70,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-05,0.6,",,7,2100",0,",,7",0,",,7",81,",,7",67,",,7",68,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-06,0,",,7,2100",0,",,7",0,",,7",84,",,7",61,",,7",65,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-07,0,",,7,2100",0,",,7",0,",,7",81,",,7",64,",,7",65,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-08,0.1,",,7,2100",0,",,7",0,",,7",65,",,7",54,",,7",59,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-09,0,",,7,2100",0,",,7",0,",,7",76,",,7",48,",,7",67,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-10,0,",,7,2100",0,",,7",0,",,7",78,",,7",51,",,7",63,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-11,0,",,7,2100",0,",,7",0,",,7",92,",,7",59,",,7",75,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-12,0,",,7,2100",0,",,7",0,",,7",85,",,7",69,",,7",69,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-13,0,",,7,2100",0,",,7",0,",,7",75,",,7",57,",,7",70,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-14,0,",,7,2100",0,",,7",0,",,7",77,",,7",58,",,7",66,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-15,0.23,",,7,2100",0,",,7",0,",,7",78,",,7",55,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-16,0.6,",,7,2100",0,",,7",0,",,7",77,",,7",66,",,7",66,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-17,0.04,",,7,2100",0,",,7",0,",,7",81,",,7",61,",,7",68,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-18,0,",,7,2100",0,",,7",0,",,7",82,",,7",57,",,7",69,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-19,0,",,7,2100",0,",,7",0,",,7",86,",,7",57,",,7",69,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-20,0,",,7,2100",0,",,7",0,",,7",87,",,7",60,",,7",78,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-21,0.43,",,7,2100",0,",,7",0,",,7",81,",,7",67,",,7",68,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-22,0,",,7,2100",0,",,7",0,",,7",81,",,7",63,",,7",69,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-23,0.95,",,7,2100",0,",,7",0,",,7",78,",,7",63,",,7",68,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-24,0,",,7,2100",0,",,7",0,",,7",83,",,7",62,",,7",68,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-25,0,",,7,2100",0,",,7",0,",,7",80,",,7",62,",,7",70,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-26,0,",,7,2100",0,",,7",0,",,7",83,",,7",60,",,7",74,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-27,0,",,7,2100",0,",,7",0,",,7",81,",,7",61,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-28,0.19,",,7,2100",0,",,7",0,",,7",88,",,7",68,",,7",76,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-29,0,",,7,2100",0,",,7",0,",,7",76,",,7",60,",,7",70,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-06-30,0,",,7,2100",0,",,7",0,",,7",81,",,7",55,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-01,0,",,7,2100",0,",,7",0,",,7",84,",,7",61,",,7",70,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-02,0,",,7,2100",0,",,7",0,",,7",75,",,7",60,",,7",68,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-03,0,",,7,2100",0,",,7",0,",,7",76,",,7",58,",,7",65,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-04,0.18,",,7,2100",0,",,7",0,",,7",72,",,7",62,",,7",65,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-05,0.24,",,7,2100",0,",,7",0,",,7",86,",,7",65,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-06,0,",,7,2100",0,",,7",0,",,7",90,",,7",68,",,7",77,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-07,0,",,7,2100",0,",,7",0,",,7",88,",,7",70,",,7",74,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-08,0.13,",,7,2100",0,",,7",0,",,7",86,",,7",69,",,7",76,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-09,0,",,7,2100",0,",,7",0,",,7",89,",,7",70,",,7",77,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-10,0,",,7,2100",0,",,7",0,",,7",84,",,7",65,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-11,0,",,7,2100",0,",,7",0,",,7",84,",,7",58,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-12,0,",,7,2100",0,",,7",0,",,7",87,",,7",62,",,7",77,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-13,0,",,7,2100",0,",,7",0,",,7",89,",,7",71,",,7",77,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-14,0.2,",,7,2100",0,",,7",0,",,7",93,",,7",70,",,7",79,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-15,0,",,7,2100",0,",,7",0,",,7",88,",,7",72,",,7",76,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-16,0,",,7,2100",0,",,7",0,",,7",87,",,7",69,",,7",70,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-17,0,",,7,2100",0,",,7",0,",,7",90,",,7",64,",,7",76,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-18,0,",,7,2100",0,",,7",0,",,7",91,",,7",67,",,7",74,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-19,0,",,7,2100",0,",,7",0,",,7",87,",,7",66,",,7",71,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-20,0,",,7,2100",0,",,7",0,",,7",83,",,7",63,",,7",69,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-21,0,",,7,2100",0,",,7",0,",,7",88,",,7",62,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-22,0,",,7,2100",0,",,7",0,",,7",88,",,7",67,",,7",77,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-23,0,",,7,2100",0,",,7",0,",,7",95,",,7",69,",,7",82,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-24,0.23,",,7,2100",0,",,7",0,",,7",94,",,7",66,",,7",82,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-25,0.08,",,7,2100",0,",,7",0,",,7",94,",,7",71,",,7",83,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-26,0,",,7,2100",0,",,7",0,",,7",91,",,7",67,",,7",83,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-27,0,",,7,2100",0,",,7",0,",,7",92,",,7",70,",,7",81,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-28,0.84,",,7,2100",0,",,7",0,",,7",88,",,7",68,",,7",72,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-29,0.33,",,7,2100",0,",,7",0,",,7",86,",,7",66,",,7",85,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-30,2.36,",,7,2100",0,",,7",0,",,7",85,",,7",70,",,7",70,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-07-31,0,",,7,2100",0,",,7",0,",,7",85,",,7",69,",,7",75,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-01,0.12,",,7,2100",0,",,7",0,",,7",87,",,7",67,",,7",78,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-02,0,",,7,2100",0,",,7",0,",,7",83,",,7",65,",,7",73,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-03,0,",,7,2100",0,",,7",0,",,7",82,",,7",67,",,7",75,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-04,0,",,7,2100",0,",,7",0,",,7",84,",,7",67,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-05,0,",,7,2100",0,",,7",0,",,7",81,",,7",64,",,7",75,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-06,0,",,7,2100",0,",,7",0,",,7",91,",,7",71,",,7",80,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-07,0,",,7,2100",0,",,7",0,",,7",87,",,7",59,",,7",68,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-08,0,",,7,2100",0,",,7",0,",,7",80,",,7",63,",,7",69,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-09,0,"T,,7,2100",0,",,7",0,",,7",77,",,7",61,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-10,0,",,7,2100",0,",,7",0,",,7",90,",,7",70,",,7",80,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-11,0,",,7,2100",0,",,7",0,",,7",93,",,7",61,",,7",81,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-12,0,",,7,2100",0,",,7",0,",,7",96,",,7",73,",,7",82,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-13,0.18,",,7,2100",0,",,7",0,",,7",97,",,7",73,",,7",74,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-14,0.12,",,7,2100",0,",,7",0,",,7",93,",,7",72,",,7",72,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-15,0.02,",,7,2100",0,",,7",0,",,7",87,",,7",67,",,7",74,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-16,0.39,",,7,2100",0,",,7",0,",,7",91,",,7",69,",,7",75,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-17,0.33,",,7,2100",0,",,7",0,",,7",88,",,7",71,",,7",73,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-18,0.05,",,7,2100",0,",,7",0,",,7",87,",,7",68,",,7",74,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-19,0,",,7,2100",0,",,7",0,",,7",88,",,7",66,",,7",75,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-20,0,",,7,2100",0,",,7",0,",,7",82,",,7",67,",,7",71,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-21,0.25,",,7,2100",0,",,7",0,",,7",79,",,7",60,",,7",70,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-22,0,",,7,2100",0,",,7",0,",,7",79,",,7",61,",,7",66,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-23,0,",,7,2100",0,",,7",0,",,7",82,",,7",54,",,7",70,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-24,0,",,7,2100",0,",,7",0,",,7",86,",,7",58,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-25,0,",,7,2100",0,",,7",0,",,7",90,",,7",65,",,7",79,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-26,0,",,7,2100",0,",,7",0,",,7",90,",,7",70,",,7",76,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-27,0,",,7,2100",0,",,7",0,",,7",89,",,7",64,",,7",75,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-28,0,",,7,2100",0,",,7",0,",,7",90,",,7",65,",,7",77,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-29,0,",,7,2100",0,",,7",0,",,7",90,",,7",66,",,7",74,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-30,0,",,7,2100",0,",,7",0,",,7",87,",,7",62,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-08-31,0.15,",,7,2100",0,",,7",0,",,7",90,",,7",62,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-01,0.1,",,7,2100",0,",,7",0,",,7",81,",,7",66,",,7",73,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-02,0,",,7,2100",0,",,7",0,",,7",78,",,7",57,",,7",70,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-03,0,",,7,2100",0,",,7",0,",,7",79,",,7",58,",,7",68,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-04,0,",,7,2100",0,",,7",0,",,7",81,",,7",58,",,7",71,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-05,0,",,7,2100",0,",,7",0,",,7",87,",,7",62,",,7",65,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-06,0,",,7,2100",0,",,7",0,",,7",89,",,7",55,",,7",78,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-07,0,"T,,7,2100",0,",,7",0,",,7",93,",,7",64,",,7",76,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-08,0.16,",,7,2100",0,",,7",0,",,7",94,",,7",70,",,7",79,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-09,0,",,7,2100",0,",,7",0,",,7",92,",,7",72,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-10,1.35,",,7,2100",0,",,7",0,",,7",92,",,7",70,",,7",72,",,7,2100",,,,,,,1,",,7",,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-11,0,",,7,2100",0,",,7",0,",,7",82,",,7",65,",,7",65,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-12,0,",,7,2100",0,",,7",0,",,7",79,",,7",54,",,7",67,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-13,0,",,7,2100",0,",,7",0,",,7",86,",,7",58,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-14,0,",,7,2100",0,",,7",0,",,7",88,",,7",62,",,7",76,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-15,0,",,7,2100",0,",,7",0,",,7",76,",,7",54,",,7",67,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-16,0,",,7,2100",0,",,7",0,",,7",72,",,7",61,",,7",63,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-17,0,",,7,2100",0,",,7",0,",,7",78,",,7",60,",,7",72,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-18,0.1,",,7,2100",0,",,7",0,",,7",82,",,7",37,",S,7",69,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-19,0.12,",,7,2100",0,",,7",0,",,7",75,",,7",67,",,7",67,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-20,0,",,7,2100",0,",,7",0,",,7",83,",,7",63,",,7",68,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-21,0,",,7,2100",0,",,7",0,",,7",82,",,7",60,",,7",68,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-22,0,",,7,2100",0,",,7",0,",,7",84,",,7",57,",,7",66,",,7,2100",,,,,,,,,,,,,,
USC00361354,"CHAMBERSBURG, PA US",39.9353,-77.6394,195.1,2016-09-23,0,",,7,2100",0,",,7",0,",,7",89,",,7",57,",,7",70,",,7,2100",,,,,,,,,,,,,,
